Date,Latitude,Longitude,Sea_Surface_Temperature,HotSpots,Degree_Heating_Weeks,Bleaching_Alert_Area
05/18/2013,24.750,-81.625,27.0371,0.0000,0.0000,0
05/19/2013,24.750,-81.625,27.9365,0.0000,0.0000,0
05/20/2013,24.750,-81.625,27.8203,0.0000,0.0000,0
05/21/2013,24.750,-81.625,27.5774,0.0000,0.0000,0
05/22/2013,24.750,-81.625,27.9764,0.0000,0.0000,0
05/23/2013,24.750,-81.625,28.4205,0.0000,0.0000,0
05/24/2013,24.750,-81.625,28.6314,0.0000,0.0000,0
05/25/2013,24.750,-81.625,28.7101,0.0000,0.0000,0
05/26/2013,24.750,-81.625,28.3959,0.0000,0.0000,0
05/27/2013,24.750,-81.625,27.9217,0.0000,0.0000,0
05/28/2013,24.750,-81.625,27.2887,0.0000,0.0000,0
05/29/2013,24.750,-81.625,27.2708,0.0000,0.0000,0
05/30/2013,24.750,-81.625,27.3472,0.0000,0.0000,0
05/31/2013,24.750,-81.625,27.2204,0.0000,0.0000,0
06/01/2013,24.750,-81.625,27.4603,0.0000,0.0000,0
06/02/2013,24.750,-81.625,27.8763,0.0000,0.0000,0
06/03/2013,24.750,-81.625,27.8239,0.0000,0.0000,0
06/04/2013,24.750,-81.625,27.6063,0.0000,0.0000,0
06/05/2013,24.750,-81.625,27.1796,0.0000,0.0000,0
06/06/2013,24.750,-81.625,27.2232,0.0000,0.0000,0
06/07/2013,24.750,-81.625,27.2788,0.0000,0.0000,0
06/08/2013,24.750,-81.625,26.9856,0.0000,0.0000,0
06/09/2013,24.750,-81.625,27.7843,0.0000,0.0000,0
06/10/2013,24.750,-81.625,28.1324,0.0000,0.0000,0
06/11/2013,24.750,-81.625,28.8291,0.0000,0.0000,0
06/12/2013,24.750,-81.625,29.0638,0.0000,0.0000,0
06/13/2013,24.750,-81.625,28.7609,0.0000,0.0000,0
06/14/2013,24.750,-81.625,28.8370,0.0000,0.0000,0
06/15/2013,24.750,-81.625,29.4691,0.0000,0.0000,0
06/16/2013,24.750,-81.625,30.1342,0.4379,0.0000,1
06/17/2013,24.750,-81.625,29.7346,0.0160,0.0000,1
06/18/2013,24.750,-81.625,29.6420,0.0345,0.0000,1
06/19/2013,24.750,-81.625,29.4358,0.0000,0.0000,1
06/20/2013,24.750,-81.625,29.5173,0.0000,0.0000,1
06/21/2013,24.750,-81.625,29.2753,0.0000,0.0000,1
06/22/2013,24.750,-81.625,29.6785,0.0000,0.0000,1
06/23/2013,24.750,-81.625,29.5980,0.0000,0.0000,1
06/24/2013,24.750,-81.625,29.1064,0.0000,0.0000,1
06/25/2013,24.750,-81.625,29.0427,0.0000,0.0000,0
06/26/2013,24.750,-81.625,29.1725,0.0000,0.0000,0
06/27/2013,24.750,-81.625,29.2263,0.0000,0.0000,0
06/28/2013,24.750,-81.625,29.2685,0.0000,0.0000,0
06/29/2013,24.750,-81.625,29.5957,0.0000,0.0000,0
06/30/2013,24.750,-81.625,29.2711,0.0000,0.0000,0
07/01/2013,24.750,-81.625,28.6912,0.0000,0.0000,0
07/02/2013,24.750,-81.625,28.3272,0.0000,0.0000,0
07/03/2013,24.750,-81.625,28.0808,0.0000,0.0000,0
07/04/2013,24.750,-81.625,28.3556,0.0000,0.0000,0
07/05/2013,24.750,-81.625,28.8133,0.0000,0.0000,0
07/06/2013,24.750,-81.625,28.6847,0.0000,0.0000,0
07/07/2013,24.750,-81.625,28.3580,0.0000,0.0000,0
07/08/2013,24.750,-81.625,28.8561,0.0000,0.0000,0
07/09/2013,24.750,-81.625,28.4896,0.0000,0.0000,0
07/10/2013,24.750,-81.625,28.7021,0.0000,0.0000,0
07/11/2013,24.750,-81.625,29.0119,0.0000,0.0000,0
07/12/2013,24.750,-81.625,29.3231,0.0000,0.0000,0
07/13/2013,24.750,-81.625,28.8601,0.0000,0.0000,0
07/14/2013,24.750,-81.625,28.6400,0.0000,0.0000,0
07/15/2013,24.750,-81.625,28.7893,0.0000,0.0000,0
07/16/2013,24.750,-81.625,28.5700,0.0000,0.0000,0
07/17/2013,24.750,-81.625,28.6459,0.0000,0.0000,0
07/18/2013,24.750,-81.625,28.4737,0.0000,0.0000,0
07/19/2013,24.750,-81.625,28.5844,0.0000,0.0000,0
07/20/2013,24.750,-81.625,28.5438,0.0000,0.0000,0
07/21/2013,24.750,-81.625,28.8035,0.0000,0.0000,0
07/22/2013,24.750,-81.625,28.7523,0.0000,0.0000,0
07/23/2013,24.750,-81.625,29.3812,0.0000,0.0000,0
07/24/2013,24.750,-81.625,29.4838,0.0000,0.0000,0
07/25/2013,24.750,-81.625,29.4538,0.0000,0.0000,0
07/26/2013,24.750,-81.625,29.6360,0.0000,0.0000,0
07/27/2013,24.750,-81.625,30.1066,0.4051,0.0000,1
07/28/2013,24.750,-81.625,29.9340,0.3924,0.0000,1
07/29/2013,24.750,-81.625,30.6086,0.9433,0.0000,1
07/30/2013,24.750,-81.625,30.7591,1.0924,0.1561,2
07/31/2013,24.750,-81.625,30.1280,0.5091,0.1561,2
08/01/2013,24.750,-81.625,29.8913,0.2748,0.1561,2
08/02/2013,24.750,-81.625,30.3953,0.8615,0.1561,2
08/03/2013,24.750,-81.625,30.3699,0.7188,0.1561,2
08/04/2013,24.750,-81.625,30.1998,0.5420,0.1561,2
08/05/2013,24.750,-81.625,30.2662,0.6099,0.1561,2
08/06/2013,24.750,-81.625,30.1075,0.5055,0.1561,1
08/07/2013,24.750,-81.625,30.5245,0.9159,0.1561,1
08/08/2013,24.750,-81.625,30.2712,0.7189,0.1561,1
08/09/2013,24.750,-81.625,30.3080,0.7648,0.1561,1
08/10/2013,24.750,-81.625,30.0206,0.3526,0.1561,1
08/11/2013,24.750,-81.625,29.8000,0.0382,0.1561,1
08/12/2013,24.750,-81.625,29.8981,0.3471,0.1561,1
08/13/2013,24.750,-81.625,29.5743,0.0000,0.1561,1
08/14/2013,24.750,-81.625,29.6611,0.1180,0.1561,1
08/15/2013,24.750,-81.625,29.4648,0.0000,0.1561,1
08/16/2013,24.750,-81.625,29.2655,0.0000,0.1561,1
08/17/2013,24.750,-81.625,30.2048,0.5670,0.1561,1
08/18/2013,24.750,-81.625,30.1352,0.5986,0.1561,1
08/19/2013,24.750,-81.625,29.9281,0.1080,0.1561,1
08/20/2013,24.750,-81.625,29.7348,0.0000,0.1561,1
08/21/2013,24.750,-81.625,29.4470,0.0000,0.1561,1
08/22/2013,24.750,-81.625,29.1780,0.0000,0.1561,1
08/23/2013,24.750,-81.625,29.4760,0.0000,0.1561,1
08/24/2013,24.750,-81.625,29.1576,0.0000,0.1561,1
08/25/2013,24.750,-81.625,29.7073,0.1497,0.1561,1
08/26/2013,24.750,-81.625,29.4454,0.0000,0.1561,1
08/27/2013,24.750,-81.625,29.7838,0.2367,0.1561,1
08/28/2013,24.750,-81.625,29.6448,0.0301,0.1561,1
08/29/2013,24.750,-81.625,30.1475,0.5349,0.1561,1
08/30/2013,24.750,-81.625,30.0992,0.5289,0.1561,1
08/31/2013,24.750,-81.625,30.0046,0.4447,0.1561,1
09/01/2013,24.750,-81.625,30.0868,0.5030,0.1561,1
09/02/2013,24.750,-81.625,29.9434,0.3758,0.1561,1
09/03/2013,24.750,-81.625,29.8812,0.1752,0.1561,1
09/04/2013,24.750,-81.625,29.5706,0.0000,0.1561,1
09/05/2013,24.750,-81.625,29.7012,0.1404,0.1561,1
09/06/2013,24.750,-81.625,29.7969,0.2786,0.1561,1
09/07/2013,24.750,-81.625,29.8928,0.3488,0.1561,1
09/08/2013,24.750,-81.625,29.7767,0.2291,0.1561,1
09/09/2013,24.750,-81.625,29.7070,0.1172,0.1561,1
09/10/2013,24.750,-81.625,29.7121,0.1522,0.1561,1
09/11/2013,24.750,-81.625,29.5592,0.0000,0.1561,1
09/12/2013,24.750,-81.625,29.6366,0.1166,0.1561,1
09/13/2013,24.750,-81.625,29.3962,0.0000,0.1561,1
09/14/2013,24.750,-81.625,29.9175,0.2357,0.1561,1
09/15/2013,24.750,-81.625,30.1435,0.4076,0.1561,1
09/16/2013,24.750,-81.625,29.4176,0.0000,0.1561,1
09/17/2013,24.750,-81.625,28.7156,0.0000,0.1561,1
09/18/2013,24.750,-81.625,28.9919,0.0000,0.1561,1
09/19/2013,24.750,-81.625,28.9977,0.0000,0.1561,1
09/20/2013,24.750,-81.625,29.3260,0.0000,0.1561,1
09/21/2013,24.750,-81.625,29.4167,0.0000,0.1561,1
09/22/2013,24.750,-81.625,29.5049,0.0000,0.1561,0
09/23/2013,24.750,-81.625,29.2825,0.0000,0.1561,0
09/24/2013,24.750,-81.625,29.4272,0.0000,0.1561,0
09/25/2013,24.750,-81.625,29.6101,0.0569,0.1561,1
09/26/2013,24.750,-81.625,30.2400,0.3666,0.1561,1
09/27/2013,24.750,-81.625,29.5624,0.0000,0.1561,1
09/28/2013,24.750,-81.625,29.5466,0.0000,0.1561,1
09/29/2013,24.750,-81.625,29.4895,0.0000,0.1561,1
09/30/2013,24.750,-81.625,29.5662,0.0000,0.1561,1
10/01/2013,24.750,-81.625,29.4371,0.0000,0.1561,1
10/02/2013,24.750,-81.625,29.3283,0.0000,0.1561,1
10/03/2013,24.750,-81.625,29.2266,0.0000,0.1561,0
10/04/2013,24.750,-81.625,28.9875,0.0000,0.1561,0
10/05/2013,24.750,-81.625,29.0268,0.0000,0.1561,0
10/06/2013,24.750,-81.625,29.4821,0.0000,0.1561,0
10/07/2013,24.750,-81.625,29.4079,0.0000,0.1561,0
10/08/2013,24.750,-81.625,29.4189,0.0000,0.1561,0
10/09/2013,24.750,-81.625,29.2065,0.0000,0.1561,0
10/10/2013,24.750,-81.625,29.0942,0.0000,0.1561,0
10/11/2013,24.750,-81.625,29.3505,0.0000,0.1561,0
10/12/2013,24.750,-81.625,29.1033,0.0000,0.1561,0
10/13/2013,24.750,-81.625,28.7429,0.0000,0.1561,0
10/14/2013,24.750,-81.625,28.4097,0.0000,0.1561,0
10/15/2013,24.750,-81.625,28.9432,0.0000,0.1561,0
10/16/2013,24.750,-81.625,28.3825,0.0000,0.1561,0
10/17/2013,24.750,-81.625,29.1361,0.0000,0.1561,0
10/18/2013,24.750,-81.625,28.8684,0.0000,0.1561,0
10/19/2013,24.750,-81.625,28.6236,0.0000,0.1561,0
10/20/2013,24.750,-81.625,28.8036,0.0000,0.1561,0
10/21/2013,24.750,-81.625,28.8536,0.0000,0.1561,0
10/22/2013,24.750,-81.625,28.7740,0.0000,0.0000,0
10/23/2013,24.750,-81.625,28.8522,0.0000,0.0000,0
10/24/2013,24.750,-81.625,29.2167,0.0000,0.0000,0
10/25/2013,24.750,-81.625,28.7907,0.0000,0.0000,0
10/26/2013,24.750,-81.625,28.2143,0.0000,0.0000,0
10/27/2013,24.750,-81.625,28.1847,0.0000,0.0000,0
10/28/2013,24.750,-81.625,28.2179,0.0000,0.0000,0
10/29/2013,24.750,-81.625,28.3058,0.0000,0.0000,0
10/30/2013,24.750,-81.625,27.8950,0.0000,0.0000,0
10/31/2013,24.750,-81.625,27.6340,0.0000,0.0000,0
11/01/2013,24.750,-81.625,27.7670,0.0000,0.0000,0
11/02/2013,24.750,-81.625,27.8542,0.0000,0.0000,0
11/03/2013,24.750,-81.625,27.8456,0.0000,0.0000,0
11/04/2013,24.750,-81.625,27.6645,0.0000,0.0000,0
11/05/2013,24.750,-81.625,27.6329,0.0000,0.0000,0
11/06/2013,24.750,-81.625,27.1771,0.0000,0.0000,0
11/07/2013,24.750,-81.625,27.4218,0.0000,0.0000,0
11/08/2013,24.750,-81.625,27.5184,0.0000,0.0000,0
11/09/2013,24.750,-81.625,27.4399,0.0000,0.0000,0
11/10/2013,24.750,-81.625,27.4252,0.0000,0.0000,0
11/11/2013,24.750,-81.625,27.5111,0.0000,0.0000,0
11/12/2013,24.750,-81.625,27.5007,0.0000,0.0000,0
11/13/2013,24.750,-81.625,27.5350,0.0000,0.0000,0
11/14/2013,24.750,-81.625,27.0438,0.0000,0.0000,0
11/15/2013,24.750,-81.625,27.0089,0.0000,0.0000,0
11/16/2013,24.750,-81.625,26.8578,0.0000,0.0000,0
11/17/2013,24.750,-81.625,27.1389,0.0000,0.0000,0
11/18/2013,24.750,-81.625,26.9873,0.0000,0.0000,0
11/19/2013,24.750,-81.625,27.1155,0.0000,0.0000,0
11/20/2013,24.750,-81.625,27.3608,0.0000,0.0000,0
11/21/2013,24.750,-81.625,27.5422,0.0000,0.0000,0
11/22/2013,24.750,-81.625,27.5294,0.0000,0.0000,0
11/23/2013,24.750,-81.625,27.3657,0.0000,0.0000,0
11/24/2013,24.750,-81.625,27.3978,0.0000,0.0000,0
11/25/2013,24.750,-81.625,27.1985,0.0000,0.0000,0
11/26/2013,24.750,-81.625,27.4107,0.0000,0.0000,0
11/27/2013,24.750,-81.625,27.0398,0.0000,0.0000,0
11/28/2013,24.750,-81.625,26.8309,0.0000,0.0000,0
11/29/2013,24.750,-81.625,26.8744,0.0000,0.0000,0
11/30/2013,24.750,-81.625,26.7395,0.0000,0.0000,0
12/01/2013,24.750,-81.625,26.5854,0.0000,0.0000,0
12/02/2013,24.750,-81.625,26.2106,0.0000,0.0000,0
12/03/2013,24.750,-81.625,26.3079,0.0000,0.0000,0
12/04/2013,24.750,-81.625,26.3457,0.0000,0.0000,0
12/05/2013,24.750,-81.625,26.6555,0.0000,0.0000,0
12/06/2013,24.750,-81.625,26.5945,0.0000,0.0000,0
12/07/2013,24.750,-81.625,26.4727,0.0000,0.0000,0
12/08/2013,24.750,-81.625,26.1586,0.0000,0.0000,0
12/09/2013,24.750,-81.625,26.1661,0.0000,0.0000,0
12/10/2013,24.750,-81.625,26.3004,0.0000,0.0000,0
12/11/2013,24.750,-81.625,26.3846,0.0000,0.0000,0
12/12/2013,24.750,-81.625,26.5374,0.0000,0.0000,0
12/13/2013,24.750,-81.625,26.1734,0.0000,0.0000,0
12/14/2013,24.750,-81.625,26.4051,0.0000,0.0000,0
12/15/2013,24.750,-81.625,26.7244,0.0000,0.0000,0
12/16/2013,24.750,-81.625,26.6551,0.0000,0.0000,0
12/17/2013,24.750,-81.625,26.2221,0.0000,0.0000,0
12/18/2013,24.750,-81.625,26.3127,0.0000,0.0000,0
12/19/2013,24.750,-81.625,25.9711,0.0000,0.0000,0
12/20/2013,24.750,-81.625,25.6520,0.0000,0.0000,0
12/21/2013,24.750,-81.625,25.7510,0.0000,0.0000,0
12/22/2013,24.750,-81.625,25.7465,0.0000,0.0000,0
12/23/2013,24.750,-81.625,25.9328,0.0000,0.0000,0
12/24/2013,24.750,-81.625,26.0494,0.0000,0.0000,0
12/25/2013,24.750,-81.625,25.6202,0.0000,0.0000,0
12/26/2013,24.750,-81.625,26.1493,0.0000,0.0000,0
12/27/2013,24.750,-81.625,26.2806,0.0000,0.0000,0
12/28/2013,24.750,-81.625,26.0297,0.0000,0.0000,0
12/29/2013,24.750,-81.625,26.4920,0.0000,0.0000,0
12/30/2013,24.750,-81.625,26.3469,0.0000,0.0000,0
12/31/2013,24.750,-81.625,26.4736,0.0000,0.0000,0
01/01/2014,24.750,-81.625,26.2825,0.0000,0.0000,0
01/02/2014,24.750,-81.625,26.2889,0.0000,0.0000,0
01/03/2014,24.750,-81.625,26.2876,0.0000,0.0000,0
01/04/2014,24.750,-81.625,25.7443,0.0000,0.0000,0
01/05/2014,24.750,-81.625,25.9791,0.0000,0.0000,0
01/06/2014,24.750,-81.625,25.9206,0.0000,0.0000,0
01/07/2014,24.750,-81.625,24.7621,0.0000,0.0000,0
01/08/2014,24.750,-81.625,24.5867,0.0000,0.0000,0
01/09/2014,24.750,-81.625,24.2652,0.0000,0.0000,0
01/10/2014,24.750,-81.625,25.3387,0.0000,0.0000,0
01/11/2014,24.750,-81.625,25.9173,0.0000,0.0000,0
01/12/2014,24.750,-81.625,25.7478,0.0000,0.0000,0
01/13/2014,24.750,-81.625,25.4586,0.0000,0.0000,0
01/14/2014,24.750,-81.625,25.6730,0.0000,0.0000,0
01/15/2014,24.750,-81.625,25.9060,0.0000,0.0000,0
01/16/2014,24.750,-81.625,25.6476,0.0000,0.0000,0
01/17/2014,24.750,-81.625,25.3902,0.0000,0.0000,0
01/18/2014,24.750,-81.625,25.4622,0.0000,0.0000,0
01/19/2014,24.750,-81.625,25.0095,0.0000,0.0000,0
01/20/2014,24.750,-81.625,24.6087,0.0000,0.0000,0
01/21/2014,24.750,-81.625,24.6867,0.0000,0.0000,0
01/22/2014,24.750,-81.625,24.3326,0.0000,0.0000,0
01/23/2014,24.750,-81.625,24.2031,0.0000,0.0000,0
01/24/2014,24.750,-81.625,23.8895,0.0000,0.0000,0
01/25/2014,24.750,-81.625,23.9992,0.0000,0.0000,0
01/26/2014,24.750,-81.625,24.2381,0.0000,0.0000,0
01/27/2014,24.750,-81.625,24.0339,0.0000,0.0000,0
01/28/2014,24.750,-81.625,24.1276,0.0000,0.0000,0
01/29/2014,24.750,-81.625,24.6863,0.0000,0.0000,0
01/30/2014,24.750,-81.625,24.3973,0.0000,0.0000,0
01/31/2014,24.750,-81.625,24.2838,0.0000,0.0000,0
02/01/2014,24.750,-81.625,24.7311,0.0000,0.0000,0
02/02/2014,24.750,-81.625,24.7683,0.0000,0.0000,0
02/03/2014,24.750,-81.625,24.6592,0.0000,0.0000,0
02/04/2014,24.750,-81.625,25.1772,0.0000,0.0000,0
02/05/2014,24.750,-81.625,25.2427,0.0000,0.0000,0
02/06/2014,24.750,-81.625,25.6322,0.0000,0.0000,0
02/07/2014,24.750,-81.625,25.7928,0.0000,0.0000,0
02/08/2014,24.750,-81.625,25.9509,0.0000,0.0000,0
02/09/2014,24.750,-81.625,26.3849,0.0000,0.0000,0
02/10/2014,24.750,-81.625,26.1542,0.0000,0.0000,0
02/11/2014,24.750,-81.625,25.9750,0.0000,0.0000,0
02/12/2014,24.750,-81.625,26.2990,0.0000,0.0000,0
02/13/2014,24.750,-81.625,25.3883,0.0000,0.0000,0
02/14/2014,24.750,-81.625,25.1894,0.0000,0.0000,0
02/15/2014,24.750,-81.625,25.1307,0.0000,0.0000,0
02/16/2014,24.750,-81.625,25.1550,0.0000,0.0000,0
02/17/2014,24.750,-81.625,24.7982,0.0000,0.0000,0
02/18/2014,24.750,-81.625,24.4480,0.0000,0.0000,0
02/19/2014,24.750,-81.625,24.3881,0.0000,0.0000,0
02/20/2014,24.750,-81.625,24.6240,0.0000,0.0000,0
02/21/2014,24.750,-81.625,24.7026,0.0000,0.0000,0
02/22/2014,24.750,-81.625,25.0044,0.0000,0.0000,0
02/23/2014,24.750,-81.625,25.1994,0.0000,0.0000,0
02/24/2014,24.750,-81.625,26.2336,0.0000,0.0000,0
02/25/2014,24.750,-81.625,25.9889,0.0000,0.0000,0
02/26/2014,24.750,-81.625,26.7410,0.0000,0.0000,0
02/27/2014,24.750,-81.625,26.3873,0.0000,0.0000,0
02/28/2014,24.750,-81.625,25.5597,0.0000,0.0000,0
03/01/2014,24.750,-81.625,25.6525,0.0000,0.0000,0
03/02/2014,24.750,-81.625,25.3904,0.0000,0.0000,0
03/03/2014,24.750,-81.625,25.2285,0.0000,0.0000,0
03/04/2014,24.750,-81.625,24.9034,0.0000,0.0000,0
03/05/2014,24.750,-81.625,25.4233,0.0000,0.0000,0
03/06/2014,24.750,-81.625,25.4196,0.0000,0.0000,0
03/07/2014,24.750,-81.625,25.5321,0.0000,0.0000,0
03/08/2014,24.750,-81.625,24.9092,0.0000,0.0000,0
03/09/2014,24.750,-81.625,24.8841,0.0000,0.0000,0
03/10/2014,24.750,-81.625,24.7377,0.0000,0.0000,0
03/11/2014,24.750,-81.625,24.8248,0.0000,0.0000,0
03/12/2014,24.750,-81.625,25.1384,0.0000,0.0000,0
03/13/2014,24.750,-81.625,25.2009,0.0000,0.0000,0
03/14/2014,24.750,-81.625,24.7516,0.0000,0.0000,0
03/15/2014,24.750,-81.625,24.6792,0.0000,0.0000,0
03/16/2014,24.750,-81.625,24.6846,0.0000,0.0000,0
03/17/2014,24.750,-81.625,25.0695,0.0000,0.0000,0
03/18/2014,24.750,-81.625,25.2616,0.0000,0.0000,0
03/19/2014,24.750,-81.625,25.0922,0.0000,0.0000,0
03/20/2014,24.750,-81.625,24.9345,0.0000,0.0000,0
03/21/2014,24.750,-81.625,25.2801,0.0000,0.0000,0
03/22/2014,24.750,-81.625,25.6225,0.0000,0.0000,0
03/23/2014,24.750,-81.625,26.2986,0.0000,0.0000,0
03/24/2014,24.750,-81.625,26.5259,0.0000,0.0000,0
03/25/2014,24.750,-81.625,26.2389,0.0000,0.0000,0
03/26/2014,24.750,-81.625,25.8132,0.0000,0.0000,0
03/27/2014,24.750,-81.625,25.1808,0.0000,0.0000,0
03/28/2014,24.750,-81.625,25.0849,0.0000,0.0000,0
03/29/2014,24.750,-81.625,25.0105,0.0000,0.0000,0
03/30/2014,24.750,-81.625,25.4767,0.0000,0.0000,0
03/31/2014,24.750,-81.625,25.0931,0.0000,0.0000,0
04/01/2014,24.750,-81.625,25.8056,0.0000,0.0000,0
04/02/2014,24.750,-81.625,25.7527,0.0000,0.0000,0
04/03/2014,24.750,-81.625,25.3796,0.0000,0.0000,0
04/04/2014,24.750,-81.625,25.3492,0.0000,0.0000,0
04/05/2014,24.750,-81.625,25.3103,0.0000,0.0000,0
04/06/2014,24.750,-81.625,25.6954,0.0000,0.0000,0
04/07/2014,24.750,-81.625,25.3819,0.0000,0.0000,0
04/08/2014,24.750,-81.625,25.6672,0.0000,0.0000,0
04/09/2014,24.750,-81.625,25.2565,0.0000,0.0000,0
04/10/2014,24.750,-81.625,25.2444,0.0000,0.0000,0
04/11/2014,24.750,-81.625,25.2328,0.0000,0.0000,0
04/12/2014,24.750,-81.625,25.5371,0.0000,0.0000,0
04/13/2014,24.750,-81.625,25.8290,0.0000,0.0000,0
04/14/2014,24.750,-81.625,25.9911,0.0000,0.0000,0
04/15/2014,24.750,-81.625,26.0204,0.0000,0.0000,0
04/16/2014,24.750,-81.625,26.9267,0.0000,0.0000,0
04/17/2014,24.750,-81.625,26.5901,0.0000,0.0000,0
04/18/2014,24.750,-81.625,26.7673,0.0000,0.0000,0
04/19/2014,24.750,-81.625,27.1850,0.0000,0.0000,0
04/20/2014,24.750,-81.625,26.8681,0.0000,0.0000,0
04/21/2014,24.750,-81.625,26.4799,0.0000,0.0000,0
04/22/2014,24.750,-81.625,26.4497,0.0000,0.0000,0
04/23/2014,24.750,-81.625,26.3210,0.0000,0.0000,0
04/24/2014,24.750,-81.625,26.6011,0.0000,0.0000,0
04/25/2014,24.750,-81.625,26.8661,0.0000,0.0000,0
04/26/2014,24.750,-81.625,27.6307,0.0000,0.0000,0
04/27/2014,24.750,-81.625,27.6214,0.0000,0.0000,0
04/28/2014,24.750,-81.625,27.2628,0.0000,0.0000,0
04/29/2014,24.750,-81.625,27.7898,0.0000,0.0000,0
04/30/2014,24.750,-81.625,28.2175,0.0000,0.0000,0
05/01/2014,24.750,-81.625,27.8645,0.0000,0.0000,0
05/02/2014,24.750,-81.625,27.7193,0.0000,0.0000,0
05/03/2014,24.750,-81.625,27.9961,0.0000,0.0000,0
05/04/2014,24.750,-81.625,27.4405,0.0000,0.0000,0
05/05/2014,24.750,-81.625,28.0962,0.0000,0.0000,0
